index,smiles,AlogP,Effective
235,Cn1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,3.54,0
236,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,3.93,0
237,CCn1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,4.02,0
238,Cn1cc(-c2ccc(N3CCC(n4ncc5ccccc54)CC3)nn2)cn1,3.07,0
239,CC(C)(C)OC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,5.27,0
240,CCOCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.22,1
241,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3Cl)CC2)nn1,2.76,1
242,CN(C)c1ccccc1C(=O)N1CCN(c2ccc(C(=O)NCCC3CC3)nn2)CC1,2.03,1
243,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(C(F)(F)F)ccc3C(F)(F)F)CC2)nn1,4.01,0
244,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.99,1
245,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccncc4)cc3)[nH]c2c1,3.7,0
246,CS(=O)(=O)c1ccn2cc(-c3ccc(-c4ccccc4)cc3)nc2c1,4.07,0
247,OCCc1cnn(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)c1,3.13,0
248,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,4.06,0
249,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3OC(F)(F)F)CC2)nn1,3.94,0
250,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.43,0
251,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(C(=O)c4ccccc4C(F)(F)F)cc3)nc2c1,5.87,0
252,Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(Cl)cc54)CC3)nn2)cn1,4.33,0
253,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccc(F)cc3)CC2)nn1,3.18,0
254,O=C(O)CCc1nc2nc(N3CCC(Oc4cc(F)ccc4Br)CC3)sc2c(=O)[nH]1,3.35,0
255,O=c1[nH]c(CO)nc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc12,2.94,1
256,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3F)CC2)nn1,2.11,1
257,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cnc(Cl)nc3C(F)(F)F)CC2)nn1,2.43,1
258,O=C(NCc1nccs1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.84,1
259,O=C(NCc1ccccn1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.78,1
260,O=C(CO)NCCn1c(=O)c(C(F)(F)F)nc2ccc(NCc3cccc(C(F)(F)F)c3)cc21,3.15,0
261,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,2.36,1
262,COc1ccc(C(=O)Nc2cnc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)cc1OCCO,5.4,0
263,COc1ccc(C(=O)Nc2ncc(C(O)c3cccc(C(F)(F)F)c3)s2)cc1OCCO,3.88,0
264,CCN(CC)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,5.22,0
265,O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(C(F)(F)F)c3)c(=O)c2c1,3.05,0
266,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)C(O)CO)c1=O,1.81,1
267,COc1ccc2cc(C(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)ccc2c1,6.17,0
268,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(=O)O,4.48,0
269,COc1ccc(C(=O)Nc2ncc(Cc3cccc(Cl)c3)s2)cc1OCCO,4.02,0
270,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)ccc3Cl)s2)cc1OCCO,4.67,0
271,COc1ccc(C(=O)Nc2ncc(Cc3cccc(F)c3)s2)cc1OCCO,3.51,0
272,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)cc(Cl)c3)s2)cc1OCCO,4.67,0
273,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(Cl)c3)s2)cc1OCCO,4.16,0
274,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(F)c3)s2)cc1OCCO,3.64,0
275,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(N)=O,1.09,1
276,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cc[nH]n1,1.64,1
277,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cocn1,1.9,1
278,O=C(NCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.39,0
279,Cc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.19,0
280,Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.02,0
281,c1ccc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)nc1,3.88,0
282,c1ccc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)nc1,3.88,0
283,Cc1nc(-n2cnn(CCOc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,2.34,1
284,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1nccs1,2.37,1
285,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ncco1,1.9,1
286,Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,2.47,1
287,O=C(NCc1ccncc1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,1.27,1
288,Clc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.53,0
289,O=C(NCc1cccnc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,3.17,0
290,Clc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.53,0
291,c1ccc2c(c1)CCC1(CCN(c3ccc(-c4nnc(Cc5ccncc5)o4)nn3)CC1)O2,3.88,0
292,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,4.44,0
293,Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,3.57,0
294,O=C(O)Cc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,4.65,0
295,Cc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,3.94,0
296,Cc1csc(NC(=O)c2ccc(CNc3cccc(Cl)c3)cc2)n1,4.97,0
297,O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3-c3ccccc3)cc2)n1,5.3,0
298,O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cc3ccccc3)s2)n1,5.29,0
299,O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,4.29,0
300,O=C(Nc1nc(CO)c(C(=O)O)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.22,0
301,O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.56,0
302,Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,4.97,0
303,Cc1ncc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)s1,2.68,1
304,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,2.31,1
305,Cc1nc(-n2cnn(Cc3cc(F)cc(F)c3)c2=O)sc1C(=O)NCc1cccnc1,2.45,1
306,O=C(COc1ccccc1)Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,4.77,0
307,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CCO)c2ccccc2O3)nn1,1.96,1
308,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(N)=O)c1=O,3,1
309,O=C(CO)NCCN1C(=O)COc2ccc(NCc3ccc(Cl)c(Cl)c3)cc21,2.44,1
310,FC(F)(F)c1ccccc1OC1CCN(c2nc3ncccc3s2)CC1,4.76,0
311,Oc1nc2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc2[nH]1,3.13,0
312,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(F)cccc2F)CC1,1.6,1
313,O=C(NCCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,4.55,0
314,O=C(NCc1ccncc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,3.91,0
315,O=C(NCc1cccnc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,3.91,0
316,O=C(NCc1ccccc1)c1cccc(NCC(=O)N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,4.51,0
317,O=C(NCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,4.15,0
318,O=C(NC1CCCC1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,4.25,0
319,OCc1nsc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)n1,4.61,0
320,N#CC1(c2ccc(OC(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.98,1
321,Cc1csc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)n1,4.08,0
322,CCOCCn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.55,0
323,CCOc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,3.23,0
324,COc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,2.92,1
325,Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,3.81,0
326,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1cccnc1,1.63,1
327,Cc1nc(-n2ccc(OCc3cccnc3)cc2=O)sc1C(=O)NCc1ccccc1,3.51,0
328,CNC(=O)c1nccnc1NCC(=O)N1CCC(Nc2ccccc2C(F)(F)F)CC1,2.37,1
329,N#Cc1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,2.48,1
330,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,1.97,1
331,O=C(Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1)OCc1ccccc1,5.5,0
332,O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(C(F)(F)F)c3)c(=O)c2c1,3.05,0
333,O=C(CO)Nc1cnc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,2.08,1
334,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(=O)c3ccccc3)c2=O)cc1,5.21,0
335,COc1ccc(-c2nc3ccc(NCc4ccc(F)c(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,4.01,0
336,NC(=O)c1cnc(N2CC[C@@H](Oc3ccccc3C(F)(F)F)C2)s1,2.92,1
337,NS(=O)(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,2.86,1
338,COC(=O)Nc1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,4.39,0
339,FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3ncco3)s2)CC1,4.86,0
340,N#CC1(c2ccc(C(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,3.1,0
341,N#CC1(c2cccc(Cl)c2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.73,1
342,OCc1nnc(-c2ccc(N3CCC(c4ccc(C(F)(F)F)cc4)(C(F)(F)F)CC3)nn2)o1,4.14,0
343,Nc1ncnc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc12,3.74,0
344,Cc1ncc2sc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc2n1,4.46,0
345,Nc1ncnc2[nH]c(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc12,3,1
346,CN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC2)Oc2ccccc21,2.59,1
347,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)cc3n(CCNC(C)=O)c2=O)cc1,4.52,0
348,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1,5.49,0
349,CNC(=O)c1nccnc1NCC(=O)N1CCC(C(=O)c2ccccc2)CC1,1.37,1
350,O=C(NCc1ccncc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,2.94,1
351,CN(C)C(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,3.28,0
352,COc1ccc(-c2nc3cnc(NCc4cccc(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.26,0
353,NC(=O)CCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)nc21,3.36,0
354,NC(=O)CCn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(NCc3cccc(C(F)(F)F)c3)nc21,4.01,0
355,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1,4.84,0
356,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(Cl)c4)cc3n(CCNC(C)=O)c2=O)cc1,5.13,0
357,CCc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1,5.39,0
358,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(F)cccc2Cl)CC1,2.11,1
359,O=C(NCc1cccnc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,2.94,1
360,CC(C)CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,3,1
361,NC(=O)c1csc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,3.31,0
362,NC(=O)c1cnc(N2CCC(Sc3ccccc3C(F)(F)F)CC2)s1,4.02,0
363,OCc1nc(-c2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)s2)no1,3.75,0
364,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccccc2O3)nn1,2.8,1
365,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2CC3O)nn1,2.27,1
366,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2CO3)nn1,3.05,0
367,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccc(F)cc2O3)nn1,2.93,1
368,COc1cccc2c1C(O)CC1(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC1)O2,2.8,1
369,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,3.3,0
370,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2cc(F)ccc2O3)nn1,2.93,1
371,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccs4)cc3)[nH]c2c1,4.36,0
372,CC(C)(C)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,6.33,0
373,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccn4)cc3)[nH]c2c1,3.7,0
374,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccc(O)cc4)cc3)[nH]c2c1,4.01,0
375,N#Cc1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,4.91,0
376,CS(=O)(=O)c1cnc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,3.83,0
377,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)nc3)[nH]c2c1,3.83,0
378,c1ccc2c(c1)CCC1(CCN(c3ccc(-c4nnc(Cc5ccncc5)o4)nn3)CC1)O2,3.88,0
379,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.9,0
380,O=C(O)Cn1nnc(-c2cc(OCCCCOc3cc(F)ccc3Br)no2)n1,2.55,1
381,CC(C)N1CCC2(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC2)Oc2ccccc21,3.37,0
382,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,2.34,1
383,CN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC2)Oc2ccccc21,3.2,0
384,O=C(CO)Nc1ccc2c(=O)n(Cc3ccc(Cl)c(Cl)c3)cnc2c1,2.68,1
385,Fc1ccc(F)c2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.15,0
386,Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.02,0
387,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1,3.88,0
388,CCS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,4.83,0
389,O=C(Nc1ccc(Oc2cccnc2)c(C(=O)NCc2ccc(Cl)c(Cl)c2)c1)OCc1ccccc1,6.86,0
390,CCOc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.77,0
391,COc1ccc(C(=O)Nc2nnc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,3.78,0
392,COc1ccc(C(=O)N(C)c2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.41,0
393,O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(OCCO)c(OCCO)c1,3.75,0
394,CCNc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.81,0
395,COc1ccc(C(=O)Nc2ncc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)cc1OCCO,5.4,0
396,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccnc3)nn2)CC1,2.74,1
397,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccn3)nn2)CC1,2.74,1
398,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccnc3)nn2)CC1,2.74,1
399,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,4.06,0
400,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.38,0
401,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.92,0
402,COc1ccc(-c2nc3cnc(NCc4ccc(F)c(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.4,0
403,Cc1ccc(-c2nc3cnc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1,3.67,0
404,COc1ccc(-c2nc3ccc(NCc4cccc(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.87,0
405,COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)ccn4)nc3n(CCNC(C)=O)c2=O)cc1,3.63,0
406,COc1ccc(-c2nc3ccc(NCc4cc(OC)on4)nc3n(CCNC(C)=O)c2=O)cc1,2.21,1
407,COc1ccc(-c2nc3ccc(NCc4ccccc4)nc3n(CCNC(C)=O)c2=O)cc1,3.22,0
408,COc1ccc(-c2nc3ccc(NCc4cccc(OC)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.22,0
409,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)nc21,3.62,0
410,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)cc21,4.23,0
411,O=C(c1ccccc1C(F)(F)F)N1CCN(c2nccs2)CC1,3.12,0
412,O=C(O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,2.82,1
413,NC(=O)c1nnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,2.7,1
414,FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3nnco3)s2)CC1,4.26,0
415,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3F)nn2)CC1,3.49,0
416,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccc(F)cc3)CC2)nn1,3.18,0
417,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3F)nn2)CC1,3.49,0
418,NC(=O)c1cnc(N2CC[C@H](Oc3ccccc3C(F)(F)F)C2)s1,2.92,1
419,NC(=O)c1nnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)o1,2.24,1
420,O=C1CCCN1c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,4.34,0
421,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1,4.64,0
422,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccs3)nn2)CC1,3.41,0
423,O=c1[nH]c(N2CCC(Oc3ccccc3C(F)(F)F)CC2)nc2[nH]cnc12,2.71,1
424,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccncc3)nn2)CC1,2.74,1
425,O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc2ccccc2c1,6.16,0
426,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(C)(C)O,5.16,0
427,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(Cl)c3)s2)cc1OCCO,4.16,0
428,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.38,0
429,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(O)CO,3.75,0
430,COc1ccc(C(=O)Nc2ncc(Cc3cccc(Cl)c3)s2)cc1OCCO,4.02,0
431,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2C(=O)O3)nn1,2.69,1
432,COC1CC2(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC2)Oc2ccccc21,3.45,0
433,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,4.3,0
434,Fc1ccc(Br)c(OC2CCN(c3ncnc4[nH]cnc34)CC2)c1,3.3,0
435,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,4.04,0
436,O=C(O)C(=O)Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,2.77,1
437,O=C(O)c1cccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,4.91,0
438,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)NC(=O)c3ccccc3O4)s2)n1,1,1
439,O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(Br)cccc5O4)CC3)no2)n1,2.54,1
440,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1,5.49,0
441,Cc1nc(OCCCOc2cc(F)ccc2Br)sc1-c1nnn(CC(=O)O)n1,2.94,1
442,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCO,4.38,0
443,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)cc(Cl)c3)s2)cc1OCCO,4.67,0
444,COc1ccc(C(=O)Nc2ccc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.99,0
445,COc1ccc(C(=O)Nc2ncc(C(=O)c3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.02,0
446,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(C)O,4.77,0
447,COc1ccc(C(=O)Nc2ncc(Cc3ccc(Cl)c(Cl)c3)s2)cc1OCCO,4.67,0
448,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)ccc3Cl)s2)cc1OCCO,4.67,0
449,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(N)=O,2.13,1
450,Cc1nc(-n2ccc(OCC3CCCO3)cc2=O)sc1C(=O)NCc1ccccc1,3.09,0
451,COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,2.54,1
452,Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,4.11,0
453,Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,3.71,0
454,Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,4.32,0
455,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2c1,4.3,0
456,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccoc4)cc3)[nH]c2c1,3.89,0
457,NC(=O)c1cn(Cc2cc(Br)c(Br)c(Br)c2)nn1,2.71,1
458,O=C(O)Cn1nnc(-c2cc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)no2)n1,3.01,0
459,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(F)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.4,0
460,COc1ccc(-c2nc3ccc(NCc4ccc(F)c(C(F)(F)F)c4)nc3n(CCNC(C)=O)c2=O)cc1,4.37,0
461,COc1ccc(-c2nc3ccc(NCc4cccc(C)c4)cc3n(CCNC(C)=O)c2=O)cc1,4.13,0
462,NC(=O)CCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3cccc(C(F)(F)F)c3)nc21,2.75,1
463,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)n4)nc3n(CCNC(C)=O)c2=O)cc1,3.63,0
464,COc1ccc(-c2nc3ccc(NCc4cccc(C)c4)nc3n(CCNC(C)=O)c2=O)cc1,3.52,0
465,CNC(=O)CCn1c(=O)c(-c2ccc(OC)cc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)nc21,4.23,0
