index,smiles,AlogP,Effective
702,O=C(Nc1ccccc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,3.86,0
703,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNS(C)(=O)=O)c2=O)cc1,3.33,0
704,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCC(N)=O)c2=O)cc1,3.66,0
705,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)cc4)nc3n(CCNC(C)=O)c2=O)cc1,3.87,0
706,COc1ccc(-c2nc3ccc(NCc4cccc(OC(F)(F)F)c4)nc3n(CCNC(C)=O)c2=O)cc1,4.11,0
707,COc1ccc(-c2nc3ccc(NCc4cccc(C(=O)O)c4)nc3n(CCNC(C)=O)c2=O)cc1,2.91,1
708,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3ccc(Cl)c(Cl)c3)nc21,3.91,0
709,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3ccc(F)c(Cl)c3)nc21,3.39,0
710,COc1ccc(-c2nc3ccc(NCc4ccc(F)c(C)c4)cc3n(CCNC(C)=O)c2=O)cc1,4.27,0
711,Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)cc3)c2=O)sc1C(=O)NCc1cccnc1,3.19,0
712,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCC1CCCNC1,1.72,1
713,O=C(NCc1ccccn1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,1.27,1
714,O=C(NCc1cocn1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,0.86,1
715,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,3.68,0
716,O=C(O)CNc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,3.53,0
717,Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,4.09,0
718,O=c1[nH]cnc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc12,3.45,0
719,FC(F)(F)c1ccccc1OC1CCN(c2ncc3nc[nH]c3n2)CC1,3.42,0
720,Nc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,3.62,0
721,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.6,0
722,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.6,0
723,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.6,0
724,OCc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,2.33,1
725,Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(CCN5CCOCC5)c4)nn3)CC1)CC2,2.84,1
726,N#CC1(c2ccccc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.08,1
727,N#CC1(c2ccccc2Cl)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.73,1
728,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(C2CC2)c2ccccc2O3)nn1,3.13,0
729,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CC2CC2)c2ccccc2O3)nn1,3.37,0
730,Fc1ccc(Br)c(OC2CCN(c3nnc(-c4nn[nH]n4)s3)CC2)c1,2.67,1
731,O=C(NCCC1CC1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,6.21,0
732,Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(C(=O)NCc3ccccc3)nn2)CC1,2.23,1
733,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ncco1,1.23,1
734,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccncc1,1.63,1
735,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,4.2,0
736,OCc1noc(-c2ccc(N3CCC(c4ccccc4)(C(F)(F)F)CC3)nn2)n1,3.12,0
737,COC1(c2ccccc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.16,1
738,O=[N+]([O-])c1ccc(Cl)c(OC2CCN(c3nccnn3)CC2)c1,2.48,1
739,Cc1nc(-c2n[nH]c(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,3.76,0
740,CNC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.07,0
741,CNC(=O)Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,2.26,1
742,OCc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,2.33,1
743,Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(F)cc54)CC3)nn2)cn1,3.21,0
744,Cn1cc(Cl)nc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)c1=O,4.15,0
745,Fc1ccc(Cl)c(OC2CCN(c3nccnn3)CC2)c1,2.71,1
746,O=[N+]([O-])c1ccccc1OC1CCN(c2nccnn2)CC1,1.83,1
747,Cn1nccc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)c1=O,3.5,0
748,Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,4.62,0
749,Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,4.68,0
750,OCc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,2.33,1
751,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.05,0
752,Cc1ccc2ccn(C3CCN(c4ccc(-c5cnn(C)c5)nn4)CC3)c2c1,3.98,0
753,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,3.56,0
754,COc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,3.47,0
755,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCN(C)CC4)cc3)sc2c1,2.94,1
756,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
757,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccc(O)cc3s2)cc1,4.3,0
758,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
759,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
760,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
761,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
762,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
763,COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,3.87,0
764,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4cccnc4)cc3)sc2c1,4.18,0
765,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,5.29,0
766,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.6,0
767,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,4.18,0
768,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccn4)cc3)sc2c1,4.18,0
769,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
770,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,6.06,0
771,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ccccn1,3.36,0
772,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,3.36,0
773,Cc1nc(-c2cnc(Cc3ccccc3)o2)sc1C(=O)NCc1ccccc1,4.63,0
774,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,1.28,1
775,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1,2.54,1
776,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)s2)n1,3.14,0
777,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)NC(=O)c3c(Cl)cccc3O4)s2)n1,1.65,1
778,O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,2.16,1
779,CNC(=O)Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,3.02,0
780,Cn1cc(-c2ccc(N3CCC(n4ccc5c(F)cccc54)CC3)nn2)cn1,3.81,0
781,Fc1ccc2ccn(C3CCN(c4ccc(-c5ccc(C(F)(F)F)nc5)nn4)CC3)c2c1,5.49,0
782,O=C(O)c1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cc1,4.78,0
783,CN(C)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.78,0
784,Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)nc4)nn3)CC1)CC2,4.73,0
785,Cc1cnc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,4.08,0
786,Cc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,3.22,0
787,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,2.36,1
788,COc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.72,0
789,OCc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.2,0
790,Cc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,3.14,0
791,Cc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.14,0
792,Cn1cc(-c2ccc(N3CCC(N4CCc5cc(F)ccc54)CC3)nn2)cn1,3.05,0
793,Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,4.02,0
794,Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)cc4)nn3)CC1)CC2,5.33,0
795,OCc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,3.81,0
796,CCCn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.92,0
797,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(Cl)cc54)CC3)nn2)cn1,3.56,0
798,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(=O)O)CC2)nn1,1.67,1
799,CCCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,4.16,0
800,O=C(NCCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.77,0
801,O=C(Nc1ccccn1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.11,0
802,O=C(NC[C@@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.92,1
803,CC(C)CCNC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,3.23,0
804,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,3.84,0
805,O=C(NCc1cc[nH]n1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.11,1
806,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(C(=O)c4ccccc4C(F)(F)F)cc3)nc2c1,7.12,0
807,Cc1nc(N2CCN(CC3CCCCC3)C2=O)sc1C(=O)NCc1cccnc1,3.6,0
808,Cc1nc(N2CCN(CCCc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,3.65,0
809,Cc1nc(-n2cc(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,3.55,0
810,Cc1nc(-c2cn(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,3.69,0
811,Cc1nc(-n2ccc(N)cc2=O)sc1C(=O)NCc1ccccc1,2.11,1
812,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCCC1CC1,1.84,1
813,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1cccc(F)c1,2.38,1
814,CCCCCCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,6.54,0
815,CCCCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,5.76,0
816,CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,4.98,0
817,O=C(Nc1nc(CO)cs1)c1ccc(CNc2ccccc2Cl)cc1,4.15,0
818,O=C(Nc1nc(CCCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.95,0
819,Cc1csc(NC(=O)N2CCC(CNc3ccccc3C(F)(F)F)CC2)n1,4.83,0
820,Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.33,0
821,O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2C(F)(F)F)s1,4.62,0
822,O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)s2)n1,4.71,0
823,Cc1nc(-n2ccc(OCc3ccccn3)cc2=O)sc1C(=O)NCc1ccccc1,3.51,0
824,Cc1nc(-n2ccccc2=O)sc1C(=O)NCc1ccccc1,2.53,1
825,Cc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,2.84,1
826,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,3.22,0
827,N#CC1(c2ccc([N+](=O)[O-])cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,1.99,1
828,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccncc1,3.22,0
829,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccc(O)cc3s2)cc1,4.3,0
830,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
831,COc1ccc2nc(NC(=O)c3ccc(OCc4ccccc4)cc3)sc2c1,5.14,0
832,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc2c1,3.03,0
833,COc1ccc2nc(NS(=O)(=O)c3ccccc3)sc2c1,3.11,0
834,C#CCOc1ccc(C(=O)c2ccc(C(=O)Nc3nc4ccc(OC)cc4s3)cc2)cc1,4.8,0
835,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,3.56,0
836,COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,3.7,0
837,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc2c1,3.03,0
838,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.29,0
839,O=C(Nc1nc2ccc(OCCBr)cc2s1)c1ccc(C(=O)c2ccccc2)cc1,5.55,0
840,O=C(Nc1ncc(CO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.52,0
841,O=C(O)CCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.04,0
842,Cc1ccccc1NCc1ccc(C(=O)Nc2nc(C(=O)O)cs2)cc1,4.01,0
843,Cc1csc(NC(=O)c2ccc(COc3ccccc3Cl)cc2)n1,4.94,0
844,CC(C)CCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,5.22,0
845,CC(C)CCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)s1,5.28,0
846,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1,3.22,0
847,Cc1nc(-n2cnn(CC3CC3)c2=O)sc1C(=O)NCc1cccnc1,1.53,1
848,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cccc(F)c3C(F)(F)F)CC2)nn1,3.13,0
849,CN(C)c1ccc(Cl)c(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c1,2.69,1
850,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)/C=C\C(F)(F)F)CC2)nn1,1.77,1
851,CC(C(=O)N1CCN(c2ccc(C(=O)NCCC3CC3)nn2)CC1)(C(F)(F)F)C(F)(F)F,2.79,1
852,O=C(Nc1nc2ccccc2[nH]1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.59,0
853,O=C(NC[C@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.92,1
854,O=C(Nc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.71,0
855,Cc1cnc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)cn1,2.49,1
856,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.23,0
857,CC(C)CCNC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,3.23,0
858,Cc1ccc(C)c(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c1,2.59,1
859,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(O)cccc5O4)CC3)s2)n1,1.35,1
860,O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(OC(F)(F)F)cccc5O4)CC3)no2)n1,2.68,1
861,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1,2.66,1
862,O=C(O)Cn1nnc(-c2cnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,2.25,1
863,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,6.43,0
864,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,7.32,0
865,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCC1CC1,1.45,1
866,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,3.41,0
867,Cc1nnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)o1,3.5,0
868,CNC(=O)Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,2.26,1
869,Cn1cc(-c2ccc(N3CCC(n4ncc5c(Cl)cccc54)CC3)nn2)cn1,3.72,0
870,Cc1nsc(-c2ccc(N3CCC(n4ccc5ccccc54)CC3)nn2)n1,4.1,0
871,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,3.93,0
872,CC1CN(c2nccnn2)CCC1Oc1cc(Cl)ccc1Cl,3.47,0
873,OCc1noc(-c2ccc(N3CCC(O)(c4ccccc4)CC3)nn2)n1,1.51,1
874,OCc1noc(-c2ccc(N3CCC4(COc5ccccc54)C3)nn2)n1,1.56,1
875,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,2.9,1
876,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)s2)n1,1.93,1
877,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)s2)n1,2.54,1
878,O=C(O)Cn1nnc(-c2cc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)no2)n1,2.07,1
879,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)Cc3cccc(Cl)c3C(=O)O4)s2)n1,2.29,1
880,Cc1ccccc1OC1CCN(c2nc(Cl)cn(C)c2=O)CC1,2.79,1
881,CN(C)c1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,4.54,0
882,Cn1cc(-c2ccc(N3CCC(n4ccc5ccccc54)CC3)nn2)cn1,3.67,0
883,CN(C)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.78,0
884,CC(=O)Nc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.67,0
885,NNC(=O)c1ccc(N2CCC(c3noc4ccc(F)cc34)CC2)nn1,1.74,1
886,O=C(NCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.6,1
887,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccc(O)cc3s2)cc1,4.3,0
888,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,3.57,0
889,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,4.79,0
890,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,4.18,0
891,O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,3.46,0
892,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,4.57,0
893,COc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,3.47,0
894,COc1ccc2nc(NC(=O)c3ccc([C@@H](N)c4ccccc4)cc3)sc2c1,4.61,0
895,COc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,3.56,0
896,COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,3.47,0
897,CCCOc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,5.57,0
898,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,4.57,0
899,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
900,COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,3.7,0
901,CCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.77,0
902,CC(C)(O)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.35,1
903,CCCCCCNC(=O)c1ncc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,3.77,0
904,O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2Cl)cc1,4.2,0
905,O=C(O)CCCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.43,0
906,Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(=O)O)cc2)n1,4.01,0
907,CCCCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)s1,5.82,0
908,CCCc1ccccc1NCc1ccc(C(=O)Nc2nc(C)cs2)cc1,5.27,0
909,O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,3.46,0
910,O=C(Nc1nc2ccccc2s1)c1ccc(-c2ccccc2)cc1,5.22,0
911,C#CCNC(=O)c1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,2.92,1
912,COc1ccc2nc(NC(=O)c3ccc(C(N)c4ccccc4)cc3)sc2c1,4.61,0
913,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4cccnc4)cc3)sc2c1,4.18,0
914,O=C(Nc1nc2ccccc2s1)c1ccc(C(=O)c2ccccc2)cc1,4.78,0
915,O=C(Nc1nc2ccccc2s1)c1ccc(C(=O)c2ccccc2)cc1,4.78,0
916,O=C(Nc1nc2ccccc2[nH]1)c1ccc(C(=O)c2ccccc2)cc1,4.05,0
917,COc1ccc2nc(NC(=O)CCc3ccccc3)sc2c1,3.88,0
918,COc1ccc2nc(NC(=O)c3ccc(Nc4ccccc4)cc3)sc2c1,5.3,0
919,Cc1csc(NC(=O)c2ccc(CNc3ccc(Cl)cc3)cc2)n1,4.97,0
920,O=C(Nc1ncc(CCO)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,4.56,0
